Geslacht_Title;Leeftijd_Title;RegioS;RegioS_Title;Perioden;Perioden_Title;BevolkingOp1Januari_1;GemiddeldeBevolking_2;data_verhuisde_personen.Geslacht.1.Title;data_verhuisde_personen.Leeftijd31December.1.Title;data_verhuisde_personen.RegioS;data_verhuisde_personen.RegioS.1.Title;data_verhuisde_personen.Perioden;data_verhuisde_personen.Perioden.1.Title;data_verhuisde_personen.BinnenGemeentenVerhuisdePersonen_1;data_verhuisde_personen.GevestigdInDeGemeente_2;data_verhuisde_personen.VertrokkenUitDeGemeente_3;gemiddelde verkoopprijs.RegioS;gemiddelde verkoopprijs.RegioS (3).Title;gemiddelde verkoopprijs.Perioden;gemiddelde verkoopprijs.Perioden (3).Title;gemiddelde verkoopprijs.GemiddeldeVerkoopprijs_1;Voorraad woningen.Gebruiksfunctie.1.Title;Voorraad woningen.RegioS;Voorraad woningen.RegioS (4).Title;Voorraad woningen.Perioden;Voorraad woningen.Perioden (4).Title;Voorraad woningen.BeginstandVoorraad_1;Voorraad woningen.Nieuwbouw_2;Voorraad woningen.Sloop_4;Voorraad woningen.Correctie_6;Voorraad woningen.SaldoVoorraad_7;Voorraad woningen.EindstandVoorraad_8
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2018JJ00;2018;34930; 34935.0;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2018JJ00;2018;1724;1136;1093;GM1735;Hof van Twente;2018JJ00;2018;254847;Woning;GM1735;Hof van Twente;2018JJ00;2018;15054;76;18;2;68;15122
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2019JJ00;2019;34940; 34978.5;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2019JJ00;2019;1729;1148;1021;GM1735;Hof van Twente;2019JJ00;2019;274670;Woning;GM1735;Hof van Twente;2019JJ00;2019;15122;90;15;-1;89;15211
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2020JJ00;2020;35017; 35028.5;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2020JJ00;2020;1611;1206;1077;GM1735;Hof van Twente;2020JJ00;2020;299266;Woning;GM1735;Hof van Twente;2020JJ00;2020;15211;44;4;1;68;15279
Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2021JJ00;2021;35040; 35048.0;Totaal mannen en vrouwen;Totaal;GM1735;Hof van Twente;2021JJ00;2021;1450;1214;1019;GM1735;Hof van Twente;2021JJ00;2021;354722;Woning;GM1735;Hof van Twente;2021JJ00;2021;15279;62;11;-1;72;15351
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;1995JJ00;1995;;;;;;;;;;;;GM1966;Het Hogeland;1995JJ00;1995;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;1996JJ00;1996;;;;;;;;;;;;GM1966;Het Hogeland;1996JJ00;1996;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;1997JJ00;1997;;;;;;;;;;;;GM1966;Het Hogeland;1997JJ00;1997;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;1998JJ00;1998;;;;;;;;;;;;GM1966;Het Hogeland;1998JJ00;1998;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;1999JJ00;1999;;;;;;;;;;;;GM1966;Het Hogeland;1999JJ00;1999;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2000JJ00;2000;;;;;;;;;;;;GM1966;Het Hogeland;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2001JJ00;2001;;;;;;;;;;;;GM1966;Het Hogeland;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2002JJ00;2002;;;;;;;;;;;;GM1966;Het Hogeland;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2003JJ00;2003;;;;;;;;;;;;GM1966;Het Hogeland;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2004JJ00;2004;;;;;;;;;;;;GM1966;Het Hogeland;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2005JJ00;2005;;;;;;;;;;;;GM1966;Het Hogeland;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2006JJ00;2006;;;;;;;;;;;;GM1966;Het Hogeland;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2007JJ00;2007;;;;;;;;;;;;GM1966;Het Hogeland;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2008JJ00;2008;;;;;;;;;;;;GM1966;Het Hogeland;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2009JJ00;2009;;;;;;;;;;;;GM1966;Het Hogeland;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2010JJ00;2010;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2010JJ00;2010;;;;GM1966;Het Hogeland;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2011JJ00;2011;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2011JJ00;2011;;;;GM1966;Het Hogeland;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2012JJ00;2012;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2012JJ00;2012;;;;GM1966;Het Hogeland;2012JJ00;2012;;Woning;GM1966;Het Hogeland;2012JJ00;2012;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2013JJ00;2013;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2013JJ00;2013;;;;GM1966;Het Hogeland;2013JJ00;2013;;Woning;GM1966;Het Hogeland;2013JJ00;2013;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2014JJ00;2014;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2014JJ00;2014;;;;GM1966;Het Hogeland;2014JJ00;2014;;Woning;GM1966;Het Hogeland;2014JJ00;2014;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2015JJ00;2015;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2015JJ00;2015;;;;GM1966;Het Hogeland;2015JJ00;2015;;Woning;GM1966;Het Hogeland;2015JJ00;2015;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2016JJ00;2016;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2016JJ00;2016;;;;GM1966;Het Hogeland;2016JJ00;2016;;Woning;GM1966;Het Hogeland;2016JJ00;2016;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2017JJ00;2017;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2017JJ00;2017;;;;GM1966;Het Hogeland;2017JJ00;2017;;Woning;GM1966;Het Hogeland;2017JJ00;2017;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2018JJ00;2018;;;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2018JJ00;2018;;;;GM1966;Het Hogeland;2018JJ00;2018;;Woning;GM1966;Het Hogeland;2018JJ00;2018;;;;;;
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2019JJ00;2019;47888; 47844.5;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2019JJ00;2019;2343;1663;1718;GM1966;Het Hogeland;2019JJ00;2019;188784;Woning;GM1966;Het Hogeland;2019JJ00;2019;22631;108;62;10;112;22743
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2020JJ00;2020;47801; 47817.5;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2020JJ00;2020;2356;1723;1659;GM1966;Het Hogeland;2020JJ00;2020;200484;Woning;GM1966;Het Hogeland;2020JJ00;2020;22743;130;32;17;135;22878
Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2021JJ00;2021;47834; 47928.0;Totaal mannen en vrouwen;Totaal;GM1966;Het Hogeland;2021JJ00;2021;2188;1847;1570;GM1966;Het Hogeland;2021JJ00;2021;251832;Woning;GM1966;Het Hogeland;2021JJ00;2021;22878;170;33;-49;101;22979
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;1995JJ00;1995;;;;;;;;;;;;GM1911;Hollands Kroon;1995JJ00;1995;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;1996JJ00;1996;;;;;;;;;;;;GM1911;Hollands Kroon;1996JJ00;1996;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;1997JJ00;1997;;;;;;;;;;;;GM1911;Hollands Kroon;1997JJ00;1997;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;1998JJ00;1998;;;;;;;;;;;;GM1911;Hollands Kroon;1998JJ00;1998;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;1999JJ00;1999;;;;;;;;;;;;GM1911;Hollands Kroon;1999JJ00;1999;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2000JJ00;2000;;;;;;;;;;;;GM1911;Hollands Kroon;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2001JJ00;2001;;;;;;;;;;;;GM1911;Hollands Kroon;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2002JJ00;2002;;;;;;;;;;;;GM1911;Hollands Kroon;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2003JJ00;2003;;;;;;;;;;;;GM1911;Hollands Kroon;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2004JJ00;2004;;;;;;;;;;;;GM1911;Hollands Kroon;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2005JJ00;2005;;;;;;;;;;;;GM1911;Hollands Kroon;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2006JJ00;2006;;;;;;;;;;;;GM1911;Hollands Kroon;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2007JJ00;2007;;;;;;;;;;;;GM1911;Hollands Kroon;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2008JJ00;2008;;;;;;;;;;;;GM1911;Hollands Kroon;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2009JJ00;2009;;;;;;;;;;;;GM1911;Hollands Kroon;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2010JJ00;2010;;;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2010JJ00;2010;;;;GM1911;Hollands Kroon;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2011JJ00;2011;;;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2011JJ00;2011;;;;GM1911;Hollands Kroon;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2012JJ00;2012;47703; 47673.0;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2012JJ00;2012;1831;1218;1390;GM1911;Hollands Kroon;2012JJ00;2012;220798;Woning;GM1911;Hollands Kroon;2012JJ00;2012;20011;123;39;11;172;20184
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2013JJ00;2013;47643; 47572.5;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2013JJ00;2013;1662;1156;1455;GM1911;Hollands Kroon;2013JJ00;2013;184575;Woning;GM1911;Hollands Kroon;2013JJ00;2013;20184;107;33;-8;261;20445
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2014JJ00;2014;47502; 47524.0;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2014JJ00;2014;2005;1222;1425;GM1911;Hollands Kroon;2014JJ00;2014;184526;Woning;GM1911;Hollands Kroon;2014JJ00;2014;20445;122;32;7;98;20543
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2015JJ00;2015;47546; 47546.0;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2015JJ00;2015;2066;1445;1579;GM1911;Hollands Kroon;2015JJ00;2015;197365;Woning;GM1911;Hollands Kroon;2015JJ00;2015;20543;68;55;-1;11;20554
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2016JJ00;2016;47546; 47573.0;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2016JJ00;2016;2311;1614;1697;GM1911;Hollands Kroon;2016JJ00;2016;206855;Woning;GM1911;Hollands Kroon;2016JJ00;2016;20554;103;50;3;62;20616
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2017JJ00;2017;47600; 47640.5;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2017JJ00;2017;2580;1885;1882;GM1911;Hollands Kroon;2017JJ00;2017;222089;Woning;GM1911;Hollands Kroon;2017JJ00;2017;20616;82;28;13;73;20689
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2018JJ00;2018;47681; 47748.0;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2018JJ00;2018;2396;1723;1800;GM1911;Hollands Kroon;2018JJ00;2018;234895;Woning;GM1911;Hollands Kroon;2018JJ00;2018;20689;137;44;1;97;20786
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2019JJ00;2019;47815; 48123.5;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2019JJ00;2019;2417;1769;1753;GM1911;Hollands Kroon;2019JJ00;2019;257549;Woning;GM1911;Hollands Kroon;2019JJ00;2019;20786;146;52;2;96;20882
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2020JJ00;2020;48432; 48507.5;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2020JJ00;2020;2173;1734;1790;GM1911;Hollands Kroon;2020JJ00;2020;256800;Woning;GM1911;Hollands Kroon;2020JJ00;2020;20882;189;116;1;106;20988
Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2021JJ00;2021;48583; 48680.5;Totaal mannen en vrouwen;Totaal;GM1911;Hollands Kroon;2021JJ00;2021;2099;2003;1654;GM1911;Hollands Kroon;2021JJ00;2021;302564;Woning;GM1911;Hollands Kroon;2021JJ00;2021;20988;223;19;1;220;21208
Totaal mannen en vrouwen;Totaal;GM0165;Holten;1995JJ00;1995;8650;  8690.5;;;;;;;;;;GM0165;Holten;1995JJ00;1995;130864;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;1996JJ00;1996;8731;  8750.0;;;;;;;;;;GM0165;Holten;1996JJ00;1996;95728;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;1997JJ00;1997;8769;  8765.0;;;;;;;;;;GM0165;Holten;1997JJ00;1997;134358;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;1998JJ00;1998;8761;  8793.5;;;;;;;;;;GM0165;Holten;1998JJ00;1998;159840;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;1999JJ00;1999;8826;  8829.0;;;;;;;;;;GM0165;Holten;1999JJ00;1999;153537;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2000JJ00;2000;8832;  8864.0;;;;;;;;;;GM0165;Holten;2000JJ00;2000;188765;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2001JJ00;2001;;;;;;;;;;;;GM0165;Holten;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2002JJ00;2002;;;;;;;;;;;;GM0165;Holten;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2003JJ00;2003;;;;;;;;;;;;GM0165;Holten;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2004JJ00;2004;;;;;;;;;;;;GM0165;Holten;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2005JJ00;2005;;;;;;;;;;;;GM0165;Holten;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2006JJ00;2006;;;;;;;;;;;;GM0165;Holten;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2007JJ00;2007;;;;;;;;;;;;GM0165;Holten;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2008JJ00;2008;;;;;;;;;;;;GM0165;Holten;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2009JJ00;2009;;;;;;;;;;;;GM0165;Holten;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2010JJ00;2010;;;;;;;;;;;;GM0165;Holten;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2011JJ00;2011;;;;;;;;;;;;GM0165;Holten;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2012JJ00;2012;;;;;;;;;;;;GM0165;Holten;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2013JJ00;2013;;;;;;;;;;;;GM0165;Holten;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2014JJ00;2014;;;;;;;;;;;;GM0165;Holten;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2015JJ00;2015;;;;;;;;;;;;GM0165;Holten;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2016JJ00;2016;;;;;;;;;;;;GM0165;Holten;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2017JJ00;2017;;;;;;;;;;;;GM0165;Holten;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2018JJ00;2018;;;;;;;;;;;;GM0165;Holten;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2019JJ00;2019;;;;;;;;;;;;GM0165;Holten;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2020JJ00;2020;;;;;;;;;;;;GM0165;Holten;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0165;Holten;2021JJ00;2021;;;;;;;;;;;;GM0165;Holten;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;1995JJ00;1995;7787;  7756.0;;;;;;;;;;GM0675;Hontenisse;1995JJ00;1995;66507;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;1996JJ00;1996;7725;  7761.0;;;;;;;;;;GM0675;Hontenisse;1996JJ00;1996;63144;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;1997JJ00;1997;7797;  7854.5;;;;;;;;;;GM0675;Hontenisse;1997JJ00;1997;66012;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;1998JJ00;1998;7912;  7910.0;;;;;;;;;;GM0675;Hontenisse;1998JJ00;1998;70262;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;1999JJ00;1999;7908;  7915.5;;;;;;;;;;GM0675;Hontenisse;1999JJ00;1999;96987;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2000JJ00;2000;7923;  7947.0;;;;;;;;;;GM0675;Hontenisse;2000JJ00;2000;89910;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2001JJ00;2001;7971;  7992.5;;;;;;;;;;GM0675;Hontenisse;2001JJ00;2001;113512;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2002JJ00;2002;8014;  7993.0;;;;;;;;;;GM0675;Hontenisse;2002JJ00;2002;131043;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2003JJ00;2003;;;;;;;;;;;;GM0675;Hontenisse;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2004JJ00;2004;;;;;;;;;;;;GM0675;Hontenisse;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2005JJ00;2005;;;;;;;;;;;;GM0675;Hontenisse;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2006JJ00;2006;;;;;;;;;;;;GM0675;Hontenisse;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2007JJ00;2007;;;;;;;;;;;;GM0675;Hontenisse;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2008JJ00;2008;;;;;;;;;;;;GM0675;Hontenisse;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2009JJ00;2009;;;;;;;;;;;;GM0675;Hontenisse;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2010JJ00;2010;;;;;;;;;;;;GM0675;Hontenisse;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2011JJ00;2011;;;;;;;;;;;;GM0675;Hontenisse;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2012JJ00;2012;;;;;;;;;;;;GM0675;Hontenisse;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2013JJ00;2013;;;;;;;;;;;;GM0675;Hontenisse;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2014JJ00;2014;;;;;;;;;;;;GM0675;Hontenisse;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2015JJ00;2015;;;;;;;;;;;;GM0675;Hontenisse;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2016JJ00;2016;;;;;;;;;;;;GM0675;Hontenisse;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2017JJ00;2017;;;;;;;;;;;;GM0675;Hontenisse;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2018JJ00;2018;;;;;;;;;;;;GM0675;Hontenisse;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2019JJ00;2019;;;;;;;;;;;;GM0675;Hontenisse;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2020JJ00;2020;;;;;;;;;;;;GM0675;Hontenisse;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0675;Hontenisse;2021JJ00;2021;;;;;;;;;;;;GM0675;Hontenisse;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;1995JJ00;1995;4205;  4215.5;;;;;;;;;;GM0801;Hooge en Lage Mierde;1995JJ00;1995;135236;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;1996JJ00;1996;4226;  4225.5;;;;;;;;;;GM0801;Hooge en Lage Mierde;1996JJ00;1996;162235;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;1997JJ00;1997;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;1997JJ00;1997;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;1998JJ00;1998;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;1998JJ00;1998;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;1999JJ00;1999;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;1999JJ00;1999;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2000JJ00;2000;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2001JJ00;2001;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2002JJ00;2002;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2003JJ00;2003;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2004JJ00;2004;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2005JJ00;2005;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2006JJ00;2006;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2007JJ00;2007;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2008JJ00;2008;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2009JJ00;2009;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0801;Hooge en Lage Mierde;2010JJ00;2010;;;;;;;;;;;;GM0801;Hooge en Lage Mierde;2010JJ00;2010;;;;;;;;;;;;
